2017/08/11 16:45:26 [error] 10291#10291: *43 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data/ HTTP/1.1", upstream: "http://127.0.0.1:8000//", host: "127.0.0.1"
2017/08/11 18:49:27 [error] 10291#10291: *45 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 18:49:30 [error] 10291#10291: *45 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 18:49:31 [error] 10291#10291: *45 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 18:49:31 [error] 10291#10291: *45 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 18:49:31 [error] 10291#10291: *45 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 18:49:31 [error] 10291#10291: *45 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 18:49:31 [error] 10291#10291: *45 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 18:49:32 [error] 10291#10291: *45 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 18:49:33 [error] 10291#10291: *45 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data/ HTTP/1.1", upstream: "http://127.0.0.1:8000//", host: "127.0.0.1"
2017/08/11 18:49:34 [error] 10291#10291: *45 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data/ HTTP/1.1", upstream: "http://127.0.0.1:8000//", host: "127.0.0.1"
2017/08/11 18:49:34 [error] 10291#10291: *45 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data/ HTTP/1.1", upstream: "http://127.0.0.1:8000//", host: "127.0.0.1"
2017/08/11 21:14:21 [error] 10291#10291: *63 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data/ HTTP/1.1", upstream: "http://127.0.0.1:8000//", host: "127.0.0.1"
2017/08/11 21:14:22 [error] 10291#10291: *63 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data/ HTTP/1.1", upstream: "http://127.0.0.1:8000//", host: "127.0.0.1"
2017/08/11 23:05:58 [error] 10291#10291: *118 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 23:05:58 [error] 10291#10291: *118 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 23:05:58 [error] 10291#10291: *118 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 23:05:58 [error] 10291#10291: *118 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/12 23:23:58 [error] 10291#10291: *191 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/12 23:23:59 [error] 10291#10291: *191 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/12 23:23:59 [error] 10291#10291: *191 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/12 23:23:59 [error] 10291#10291: *191 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/13 17:49:20 [error] 10291#10291: *192 open() "/home/osinpaul/dev/test/static/events" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /events HTTP/1.1", host: "127.0.0.1"
2017/08/13 17:53:56 [error] 10292#10292: *197 open() "/home/osinpaul/dev/test/static/favicon.ico" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /favicon.ico HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/13 19:44:34 [error] 10291#10291: *310 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data/events HTTP/1.1", upstream: "http://127.0.0.1:8000//events", host: "127.0.0.1"
2017/08/13 19:44:34 [error] 10291#10291: *310 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data/events HTTP/1.1", upstream: "http://127.0.0.1:8000//events", host: "127.0.0.1"
2017/08/13 20:28:08 [error] 10291#10291: *339 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /data/events HTTP/1.1", upstream: "http://127.0.0.1:8000//events", host: "127.0.0.1"
