2017/08/11 00:02:46 [error] 9608#9608: *1 open() "/home/osinpaul/dev/test/static/index" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /index HTTP/1.1", host: "127.0.0.1"
2017/08/11 00:02:47 [error] 9608#9608: *1 open() "/home/osinpaul/dev/test/static/index" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /index HTTP/1.1", host: "127.0.0.1"
2017/08/11 00:06:08 [error] 9711#9711: *1 open() "/home/osinpaul/dev/test/static/index" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /index HTTP/1.1", host: "127.0.0.1"
2017/08/11 00:08:49 [error] 9711#9711: *7 open() "/home/osinpaul/dev/test/static/testInfo" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /testInfo HTTP/1.1", host: "127.0.0.1"
2017/08/11 00:17:11 [error] 9711#9711: *11 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 00:17:13 [error] 9711#9711: *11 open() "/home/osinpaul/dev/test/static/things" failed (2: No such file or directory), client: 127.0.0.1, server: 127.0.0.1, request: "GET /things HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2017/08/11 00:19:38 [error] 9711#9711: *13 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:45 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:46 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:47 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:47 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:47 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:47 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:47 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:48 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:48 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
2017/08/11 00:40:48 [error] 10169#10169: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "GET /data HTTP/1.1", upstream: "http://127.0.0.1:8000/data", host: "127.0.0.1"
